Word,Rank,Raw Frequency,Raw Range, Normalized Frequency, Normalized Range
methods‚êù,8952,2,2,2.94,0.01
states‚ê,8952,2,2,2.94,0.01
intestacy,8952,2,1,2.94,0.0
probate,8952,2,1,2.94,0.0
amplify,8952,2,2,2.94,0.01
juxtapose,8952,2,1,2.94,0.0
testator,8952,2,1,2.94,0.0
intestate,8952,2,1,2.94,0.0
abramenkov‚ê,8952,2,1,2.94,0.0
terminate,8952,2,2,2.94,0.01
uphold,8952,2,2,2.94,0.01
realm,8952,2,2,2.94,0.01
transaction‚,8952,2,1,2.94,0.0
diplock,8952,2,1,2.94,0.0
tenancy,8952,2,1,2.94,0.0
conceal,8952,2,2,2.94,0.01
scanning,8952,2,2,2.94,0.01
flaw,8952,2,2,2.94,0.01
ratified,8952,2,2,2.94,0.01
hin,8952,2,2,2.94,0.01
yan‚ê,8952,2,2,2.94,0.01
syria,8952,2,2,2.94,0.01
reductions,8952,2,2,2.94,0.01
harms,8952,2,2,2.94,0.01
confused,8952,2,2,2.94,0.01
undermines,8952,2,2,2.94,0.01
impunity,8952,2,1,2.94,0.0
fluid,8952,2,2,2.94,0.01
safeguard,8952,2,2,2.94,0.01
necessitates,8952,2,2,2.94,0.01
blishchenko,8952,2,1,2.94,0.0
durdenevsky,8952,2,1,2.94,0.0
demin,8952,2,2,2.94,0.01
pavlov,8952,2,2,2.94,0.01
states‚êù,8952,2,2,2.94,0.01
overseas,8952,2,2,2.94,0.01
bags,8952,2,1,2.94,0.0
informs,8952,2,2,2.94,0.01
honorary,8952,2,2,2.94,0.01
consuls,8952,2,1,2.94,0.0
undergo,8952,2,2,2.94,0.01
compensate,8952,2,2,2.94,0.01
problem‚,8952,2,2,2.94,0.01
professional‚,8952,2,2,2.94,0.01
op,8952,2,2,2.94,0.01
dobrovlyanina,8952,2,2,2.94,0.01
1864,8952,2,2,2.94,0.01
displace,8952,2,2,2.94,0.01
konovalova,8952,2,1,2.94,0.0
‚êúcan,8952,2,2,2.94,0.01
interest‚êù,8952,2,2,2.94,0.01
collate,8952,2,2,2.94,0.01
bloc,8952,2,2,2.94,0.01
alba,8952,2,1,2.94,0.0
µÒÉÒ,8952,2,2,2.94,0.01
≥,8952,2,2,2.94,0.01
Òü,8952,2,2,2.94,0.01
bala„,8952,2,1,2.94,0.0
blocs,8952,2,1,2.94,0.0
ùÒÉÒêÒÉ,8952,2,1,2.94,0.0
brian,8952,2,2,2.94,0.01
inclusiveness,8952,2,2,2.94,0.01
campos,8952,2,1,2.94,0.0
failing,8952,2,2,2.94,0.01
carlos,8952,2,2,2.94,0.01
Òú,8952,2,2,2.94,0.01
intraregional,8952,2,2,2.94,0.01
hinder,8952,2,2,2.94,0.01
endowed,8952,2,2,2.94,0.01
shock‚êù,8952,2,1,2.94,0.0
injury‚ê,8952,2,1,2.94,0.0
humiliation,8952,2,2,2.94,0.01
philippines,8952,2,1,2.94,0.0
railways,8952,2,2,2.94,0.01
Òê¥µ,8952,2,1,2.94,0.0
µ≥ÒÉ∫∏,8952,2,1,2.94,0.0
psychologist,8952,2,2,2.94,0.01
¢æ,8952,2,2,2.94,0.01
convict,8952,2,2,2.94,0.01
burns,8952,2,1,2.94,0.0
upgrading,8952,2,2,2.94,0.01
hillary,8952,2,2,2.94,0.01
ruth,8952,2,2,2.94,0.01
erik,8952,2,2,2.94,0.01
bichard,8952,2,1,2.94,0.0
operative,8952,2,2,2.94,0.01
regulator,8952,2,2,2.94,0.01
486,8952,2,2,2.94,0.01
deÔ,8952,2,2,2.94,0.01
‚êúany,8952,2,2,2.94,0.01
form‚êù,8952,2,2,2.94,0.01
1260,8952,2,1,2.94,0.0
gualina,8952,2,1,2.94,0.0
legalistic,8952,2,1,2.94,0.0
inalienable,8952,2,2,2.94,0.01
inescapable,8952,2,1,2.94,0.0
incompatible,8952,2,2,2.94,0.01
frolkin,8952,2,1,2.94,0.0
danilkin,8952,2,1,2.94,0.0
criminalistic,8952,2,1,2.94,0.0
budylin,8952,2,2,2.94,0.01
infancy,8952,2,2,2.94,0.01
photographing,8952,2,1,2.94,0.0
umbrella,8952,2,2,2.94,0.01
mistrust,8952,2,1,2.94,0.0
191,8952,2,2,2.94,0.01
discharge,8952,2,2,2.94,0.01
stadies,8952,2,1,2.94,0.0
131,8952,2,2,2.94,0.01
maksimov,8952,2,2,2.94,0.01
sidorov,8952,2,2,2.94,0.01
antonova,8952,2,2,2.94,0.01
russin,8952,2,1,2.94,0.0
giver,8952,2,2,2.94,0.01
start‚êù,8952,2,2,2.94,0.01
varieties,8952,2,2,2.94,0.01
‚êúif,8952,2,2,2.94,0.01
cancelled,8952,2,1,2.94,0.0
injunction,8952,2,2,2.94,0.01
275,8952,2,2,2.94,0.01
incurs,8952,2,1,2.94,0.0
theorists‚ê,8952,2,2,2.94,0.01
gotten,8952,2,2,2.94,0.01
systemizes,8952,2,2,2.94,0.01
heated,8952,2,2,2.94,0.01
policing,8952,2,1,2.94,0.0
resembles,8952,2,2,2.94,0.01
invoice,8952,2,2,2.94,0.01
renovate,8952,2,2,2.94,0.01
directs,8952,2,2,2.94,0.01
barristers,8952,2,2,2.94,0.01
founders‚ê,8952,2,1,2.94,0.0
liability‚,8952,2,2,2.94,0.01
egorov,8952,2,1,2.94,0.0
‚êúthey,8952,2,2,2.94,0.01
deems,8952,2,2,2.94,0.01
lawmakers,8952,2,2,2.94,0.01
july,8952,2,2,2.94,0.01
worsen,8952,2,2,2.94,0.01
situation‚êù,8952,2,2,2.94,0.01
impartial,8952,2,2,2.94,0.01
steffek,8952,2,2,2.94,0.01
impartiality,8952,2,2,2.94,0.01
stepp,8952,2,1,2.94,0.0
introductory,8952,2,2,2.94,0.01
mediation‚ê,8952,2,2,2.94,0.01
work‚,8952,2,2,2.94,0.01
williams,8952,2,2,2.94,0.01
mediatory,8952,2,1,2.94,0.0
cfo,8952,2,2,2.94,0.01
recovering,8952,2,2,2.94,0.01
ceo‚ê,8952,2,1,2.94,0.0
wrongfulness,8952,2,1,2.94,0.0
mityagin,8952,2,1,2.94,0.0
‚êúnot,8952,2,2,2.94,0.01
user‚ê,8952,2,1,2.94,0.0
wiliness,8952,2,1,2.94,0.0
protections,8952,2,2,2.94,0.01
steam,8952,2,2,2.94,0.01
composing,8952,2,2,2.94,0.01
gabriel,8952,2,2,2.94,0.01
epstein,8952,2,1,2.94,0.0
statutes,8952,2,2,2.94,0.01
abide,8952,2,1,2.94,0.0
unconstitutionality,8952,2,1,2.94,0.0
primacy,8952,2,2,2.94,0.01
pomeranz,8952,2,1,2.94,0.0
bowring,8952,2,1,2.94,0.0
accompanying,8952,2,2,2.94,0.01
zorkin,8952,2,1,2.94,0.0
a‚,8952,2,2,2.94,0.01
harsh,8952,2,2,2.94,0.01
criminalizing,8952,2,2,2.94,0.01
rose,8952,2,2,2.94,0.01
unsettled,8952,2,2,2.94,0.01
flourishing,8952,2,2,2.94,0.01
citizen‚ê,8952,2,2,2.94,0.01
ruslan,8952,2,2,2.94,0.01
1980th,8952,2,2,2.94,0.01
1990th,8952,2,2,2.94,0.01
ooghe,8952,2,2,2.94,0.01
prijcker,8952,2,2,2.94,0.01
leaded,8952,2,1,2.94,0.0
apathetic,8952,2,1,2.94,0.0
bankruptcy‚ê,8952,2,2,2.94,0.01
country‚ê,8952,2,2,2.94,0.01
deteriorate,8952,2,2,2.94,0.01
obliges,8952,2,1,2.94,0.0
interventions,8952,2,1,2.94,0.0
podmarev,8952,2,1,2.94,0.0
kolobayeva,8952,2,1,2.94,0.0
macklem,8952,2,1,2.94,0.0
pan,8952,2,2,2.94,0.01
kovler,8952,2,2,2.94,0.01
referendum,8952,2,2,2.94,0.01
countermeasures,8952,2,1,2.94,0.0
notifying,8952,2,1,2.94,0.0
preemptive,8952,2,1,2.94,0.0
memorandum,8952,2,2,2.94,0.01
jonathan,8952,2,2,2.94,0.01
concentrating,8952,2,2,2.94,0.01
flip,8952,2,1,2.94,0.0
buyback,8952,2,2,2.94,0.01
andreas,8952,2,2,2.94,0.01
schumann,8952,2,2,2.94,0.01
bidder,8952,2,2,2.94,0.01
mathias,8952,2,2,2.94,0.01
awv,8952,2,1,2.94,0.0
prohibit,8952,2,2,2.94,0.01
levied,8952,2,1,2.94,0.0
efimov,8952,2,1,2.94,0.0
tokarev,8952,2,1,2.94,0.0
sinichkin,8952,2,1,2.94,0.0
sergeeva,8952,2,1,2.94,0.0
cheat,8952,2,2,2.94,0.01
unitary,8952,2,2,2.94,0.01
violating,8952,2,2,2.94,0.01
prosecuted,8952,2,2,2.94,0.01
281,8952,2,2,2.94,0.01
98,8952,2,2,2.94,0.01
71,8952,2,2,2.94,0.01
448,8952,2,2,2.94,0.01
‚êúfree,8952,2,2,2.94,0.01
impedes,8952,2,2,2.94,0.01
concealing,8952,2,1,2.94,0.0
kh,8952,2,2,2.94,0.01
kottenhagen,8952,2,1,2.94,0.0
negotiate,8952,2,2,2.94,0.01
precontractual,8952,2,1,2.94,0.0
norm‚êù,8952,2,2,2.94,0.01
collision,8952,2,2,2.94,0.01
taboyakova,8952,2,1,2.94,0.0
balandina,8952,2,1,2.94,0.0
vasiliev,8952,2,2,2.94,0.01
pit,8952,2,2,2.94,0.01
occupational,8952,2,2,2.94,0.01
forty,8952,2,2,2.94,0.01
relax,8952,2,2,2.94,0.01
zhalinsky,8952,2,1,2.94,0.0
roberts,8952,2,2,2.94,0.01
donovan,8952,2,2,2.94,0.01
motivated,8952,2,2,2.94,0.01
prosecutor‚ê,8952,2,2,2.94,0.01
2030,8952,2,2,2.94,0.01
activist,8952,2,2,2.94,0.01
golikova,8952,2,1,2.94,0.0
catherine,8952,2,1,2.94,0.0
correctional,8952,2,1,2.94,0.0
efremova,8952,2,1,2.94,0.0
gradation,8952,2,2,2.94,0.01
warrant,8952,2,2,2.94,0.01
vested,8952,2,2,2.94,0.01
synchronous,8952,2,2,2.94,0.01
martha,8952,2,2,2.94,0.01
unregistered,8952,2,2,2.94,0.01
kazakhstan,8952,2,1,2.94,0.0
hipple,8952,2,1,2.94,0.0
aged,8952,2,2,2.94,0.01
stig,8952,2,2,2.94,0.01
vinberg,8952,2,1,2.94,0.0
motivator,8952,2,1,2.94,0.0
genders,8952,2,2,2.94,0.01
213,8952,2,1,2.94,0.0
novostrueva,8952,2,1,2.94,0.0
karacheva,8952,2,1,2.94,0.0
severance,8952,2,1,2.94,0.0
kharitonova,8952,2,1,2.94,0.0
margaret,8952,2,1,2.94,0.0
dee,8952,2,2,2.94,0.01
mcgarity,8952,2,1,2.94,0.0
insufficiency,8952,2,2,2.94,0.01
educes,8952,2,2,2.94,0.01
favors,8952,2,2,2.94,0.01
criminalized,8952,2,2,2.94,0.01
luthan,8952,2,1,2.94,0.0
enforced,8952,2,2,2.94,0.01
decriminalized,8952,2,2,2.94,0.01
proclamation,8952,2,1,2.94,0.0
909,8952,2,2,2.94,0.01
smuggling,8952,2,1,2.94,0.0
policy‚êù,8952,2,2,2.94,0.01
reputational,8952,2,2,2.94,0.01
confiscation,8952,2,2,2.94,0.01
fedorov,8952,2,2,2.94,0.01
undertakes,8952,2,2,2.94,0.01
laptev,8952,2,1,2.94,0.0
128,8952,2,2,2.94,0.01
149,8952,2,2,2.94,0.01
informatization,8952,2,1,2.94,0.0
workers‚ê,8952,2,2,2.94,0.01
expiration,8952,2,2,2.94,0.01
formalizing,8952,2,2,2.94,0.01
111,8952,2,2,2.94,0.01
unconditional,8952,2,2,2.94,0.01
differentiated,8952,2,2,2.94,0.01
mentor,8952,2,2,2.94,0.01
by‚,8952,2,2,2.94,0.01
‚êúproperty,8952,2,1,2.94,0.0
divided‚êù,8952,2,1,2.94,0.0
amounted,8952,2,2,2.94,0.01
‚êúfor,8952,2,2,2.94,0.01
notarization,8952,2,2,2.94,0.01
bogdanova,8952,2,1,2.94,0.0
trush,8952,2,1,2.94,0.0
rastorgueva,8952,2,1,2.94,0.0
ria,8952,2,2,2.94,0.01
835938,8952,2,1,2.94,0.0
purchasers,8952,2,2,2.94,0.01
registrar,8952,2,2,2.94,0.01
dialectics,8952,2,1,2.94,0.0
500‚,8952,2,2,2.94,0.01
protracted,8952,2,1,2.94,0.0
‚êúinsolvency,8952,2,1,2.94,0.0
khazykova,8952,2,1,2.94,0.0
voronin,8952,2,1,2.94,0.0
fullest,8952,2,1,2.94,0.0
receivership,8952,2,1,2.94,0.0
russia‚ê,8952,2,2,2.94,0.01
enactment,8952,2,2,2.94,0.01
burdensome,8952,2,2,2.94,0.01
collegium,8952,2,2,2.94,0.01
‚êúprotection,8952,2,1,2.94,0.0
pinto,8952,2,2,2.94,0.01
company‚êù,8952,2,2,2.94,0.01
amended,8952,2,2,2.94,0.01
enforcers,8952,2,1,2.94,0.0
delineates,8952,2,2,2.94,0.01
bonita,8952,2,1,2.94,0.0
meyersfeld,8952,2,1,2.94,0.0
firmly,8952,2,1,2.94,0.0
monopolization,8952,2,2,2.94,0.01
reconsider,8952,2,2,2.94,0.01
strategically,8952,2,2,2.94,0.01
pursues,8952,2,2,2.94,0.01
hereditary,8952,2,1,2.94,0.0
∫,8952,2,2,2.94,0.01
stabilizing,8952,2,2,2.94,0.01
migrant,8952,2,2,2.94,0.01
disclosing,8952,2,2,2.94,0.01
limbo,8952,2,1,2.94,0.0
solter,8952,2,1,2.94,0.0
pending,8952,2,2,2.94,0.01
counsels,8952,2,2,2.94,0.01
bailiffs,8952,2,1,2.94,0.0
marina,8952,2,2,2.94,0.01
shaptraeva,8952,2,1,2.94,0.0
hohmann,8952,2,1,2.94,0.0
µhe,8952,2,2,2.94,0.01
semenikhina,8952,2,1,2.94,0.0
abandonment,8952,2,2,2.94,0.01
02,8952,2,2,2.94,0.01
118,8952,2,2,2.94,0.01
alekseeva,8952,2,2,2.94,0.01
guardianship,8952,2,2,2.94,0.01
trusteeship,8952,2,2,2.94,0.01
lawsuit,8952,2,2,2.94,0.01
abandoned,8952,2,2,2.94,0.01
unwed,8952,2,1,2.94,0.0
shot,8952,2,2,2.94,0.01
vap,8952,2,2,2.94,0.01
mercy,8952,2,2,2.94,0.01
contempt,8952,2,1,2.94,0.0
collegial,8952,2,2,2.94,0.01
kirsanova,8952,2,1,2.94,0.0
approves,8952,2,2,2.94,0.01
imf,8952,2,1,2.94,0.0
catalyst,8952,2,2,2.94,0.01
threatens,8952,2,2,2.94,0.01
ph,8952,2,2,2.94,0.01
law‚,8952,2,2,2.94,0.01
abdullazyanova,8952,2,1,2.94,0.0
statute,8952,2,2,2.94,0.01
lipton,8952,2,1,2.94,0.0
exclusivity,8952,2,1,2.94,0.0
kotzeva,8952,2,1,2.94,0.0
morozova,8952,2,1,2.94,0.0
efficacious,8952,2,1,2.94,0.0
effectual,8952,2,2,2.94,0.01
brien,8952,2,1,2.94,0.0
salop,8952,2,1,2.94,0.0
bayne,8952,2,1,2.94,0.0
nonmonetary,8952,2,1,2.94,0.0
barclay,8952,2,2,2.94,0.01
blockholders,8952,2,1,2.94,0.0
prerogative,8952,2,2,2.94,0.01
notary,8952,2,2,2.94,0.01
activity‚êù,8952,2,2,2.94,0.01
akhminova,8952,2,1,2.94,0.0
itemized,8952,2,1,2.94,0.0
bondarenko,8952,2,1,2.94,0.0
suspect,8952,2,2,2.94,0.01
nazarov,8952,2,1,2.94,0.0
skabelin,8952,2,1,2.94,0.0
sudnitsyn,8952,2,1,2.94,0.0
trunov,8952,2,1,2.94,0.0
trunova,8952,2,1,2.94,0.0
preserved,8952,2,2,2.94,0.01
substantiated,8952,2,2,2.94,0.01
cybercrimes,8952,2,1,2.94,0.0
information‚,8952,2,2,2.94,0.01
digitalization,8952,2,2,2.94,0.01
193,8952,2,2,2.94,0.01
zagainova,8952,2,1,2.94,0.0
ending,8952,2,2,2.94,0.01
belyakov,8952,2,2,2.94,0.01
contacting,8952,2,2,2.94,0.01
barinov,8952,2,1,2.94,0.0
kiryanova,8952,2,1,2.94,0.0
tariffs,8952,2,2,2.94,0.01
‚êúagreement‚êù,8952,2,1,2.94,0.0
apparatuses,8952,2,1,2.94,0.0
locke,8952,2,2,2.94,0.01
montesquieu,8952,2,1,2.94,0.0
jefferson,8952,2,2,2.94,0.01
avakyan,8952,2,1,2.94,0.0
consensual,8952,2,1,2.94,0.0
queen,8952,2,1,2.94,0.0
commons,8952,2,2,2.94,0.01
adhering,8952,2,2,2.94,0.01
wildly,8952,2,1,2.94,0.0
precedence,8952,2,2,2.94,0.01
se„¢n,8952,2,1,2.94,0.0
compromise,8952,2,2,2.94,0.01
mclaughlin,8952,2,1,2.94,0.0
lekan,8952,2,1,2.94,0.0
audits,8952,2,2,2.94,0.01
4th,8952,2,2,2.94,0.01
functioned,8952,2,2,2.94,0.01
industrialized,8952,2,2,2.94,0.01
posner,8952,2,1,2.94,0.0
hypothetical,8952,2,2,2.94,0.01
practicability,8952,2,2,2.94,0.01
maker,8952,2,2,2.94,0.01
franchised,8952,2,2,2.94,0.01
manzoor,8952,2,1,2.94,0.0
73,8952,2,2,2.94,0.01
sundry,8952,2,2,2.94,0.01
washington,8952,2,2,2.94,0.01
fourteenth,8952,2,2,2.94,0.01
disturb,8952,2,2,2.94,0.01
selfish,8952,2,2,2.94,0.01
stipends,8952,2,1,2.94,0.0
revelation,8952,2,1,2.94,0.0
indulgences,8952,2,1,2.94,0.0
concordance,8952,2,2,2.94,0.01
aggregative,8952,2,2,2.94,0.01
organ,8952,2,2,2.94,0.01
romir‚,8952,2,1,2.94,0.0
zubareva,8952,2,1,2.94,0.0
vlaskovits,8952,2,1,2.94,0.0
repeatable,8952,2,2,2.94,0.01
roadmap,8952,2,2,2.94,0.01
deployment‚,8952,2,1,2.94,0.0
crocca,8952,2,1,2.94,0.0
gustafsson,8952,2,1,2.94,0.0
rayport,8952,2,1,2.94,0.0
bakke,8952,2,1,2.94,0.0
pitta,8952,2,1,2.94,0.0
franzak,8952,2,1,2.94,0.0
blackwell,8952,2,1,2.94,0.0
kirschner,8952,2,1,2.94,0.0
wasting,8952,2,2,2.94,0.01
torok,8952,2,1,2.94,0.0
cordon,8952,2,1,2.94,0.0
mediated,8952,2,2,2.94,0.01
differential,8952,2,2,2.94,0.01
zub,8952,2,2,2.94,0.01
promo,8952,2,2,2.94,0.01
aspiring,8952,2,2,2.94,0.01
negatives,8952,2,1,2.94,0.0
positives,8952,2,1,2.94,0.0
recommendable,8952,2,2,2.94,0.01
redesigning,8952,2,2,2.94,0.01
process‚,8952,2,2,2.94,0.01
der,8952,2,2,2.94,0.01
enact,8952,2,2,2.94,0.01
collectively,8952,2,2,2.94,0.01
champy,8952,2,1,2.94,0.0
scheer,8952,2,2,2.94,0.01
pca,8952,2,1,2.94,0.0
optimisation,8952,2,1,2.94,0.0
melao,8952,2,1,2.94,0.0
pidd,8952,2,1,2.94,0.0
business‚,8952,2,2,2.94,0.01
rodgers,8952,2,1,2.94,0.0
petrik,8952,2,1,2.94,0.0
smo,8952,2,2,2.94,0.01
determinations,8952,2,2,2.94,0.01
virin,8952,2,1,2.94,0.0
kwon,8952,2,2,2.94,0.01
persuades,8952,2,2,2.94,0.01
ctr,8952,2,2,2.94,0.01
muda,8952,2,2,2.94,0.01
ohno‚ê,8952,2,1,2.94,0.0
interruption,8952,2,2,2.94,0.01
rother,8952,2,2,2.94,0.01
shook,8952,2,1,2.94,0.0
braglia,8952,2,1,2.94,0.0
serrano,8952,2,1,2.94,0.0
castroc,8952,2,1,2.94,0.0
gunasekaran,8952,2,1,2.94,0.0
jallow,8952,2,1,2.94,0.0
deconsolidation,8952,2,2,2.94,0.01
veng,8952,2,2,2.94,0.01
tentative,8952,2,2,2.94,0.01
internship,8952,2,2,2.94,0.01
powerfully,8952,2,2,2.94,0.01
ouchi,8952,2,2,2.94,0.01
employee‚ê,8952,2,2,2.94,0.01
medlife,8952,2,1,2.94,0.0
‚êúbottlenecks‚êù,8952,2,1,2.94,0.0
widening,8952,2,2,2.94,0.01
abnormality,8952,2,1,2.94,0.0
‚êújust,8952,2,2,2.94,0.01
time‚êù,8952,2,2,2.94,0.01
batch,8952,2,2,2.94,0.01
processes‚ê,8952,2,2,2.94,0.01
underestimation,8952,2,2,2.94,0.01
mentzer,8952,2,1,2.94,0.0
interrelationship,8952,2,1,2.94,0.0
faults,8952,2,2,2.94,0.01
insulation,8952,2,1,2.94,0.0
overseeing,8952,2,1,2.94,0.0
vrat,8952,2,1,2.94,0.0
reorder,8952,2,2,2.94,0.01
maximum‚,8952,2,1,2.94,0.0
pareto‚ê,8952,2,2,2.94,0.01
insulators,8952,2,1,2.94,0.0
them‚êù,8952,2,2,2.94,0.01
‚êúto,8952,2,2,2.94,0.01
shapes,8952,2,2,2.94,0.01
advantage‚êù,8952,2,2,2.94,0.01
boston,8952,2,2,2.94,0.01
2x2,8952,2,2,2.94,0.01
compost,8952,2,1,2.94,0.0
residues,8952,2,1,2.94,0.0
manure,8952,2,1,2.94,0.0
concessional,8952,2,1,2.94,0.0
gmos,8952,2,1,2.94,0.0
additives,8952,2,1,2.94,0.0
gmo,8952,2,1,2.94,0.0
organisms,8952,2,1,2.94,0.0
lord,8952,2,2,2.94,0.01
northbourne,8952,2,1,2.94,0.0
eve,8952,2,2,2.94,0.01
nutrient,8952,2,1,2.94,0.0
fertilizer,8952,2,1,2.94,0.0
fruit,8952,2,2,2.94,0.01
eco,8952,2,2,2.94,0.01
pulling,8952,2,2,2.94,0.01
specialty,8952,2,2,2.94,0.01
5000,8952,2,1,2.94,0.0
10000,8952,2,2,2.94,0.01
15000,8952,2,1,2.94,0.0
competitors‚êù,8952,2,2,2.94,0.01
coombs,8952,2,1,2.94,0.0
berggren,8952,2,1,2.94,0.0
s„,8952,2,1,2.94,0.0
derlund,8952,2,1,2.94,0.0
enthusiasm,8952,2,2,2.94,0.01
inspiration,8952,2,2,2.94,0.01
icf,8952,2,2,2.94,0.01
mentoring,8952,2,2,2.94,0.01
362,8952,2,2,2.94,0.01
datta,8952,2,2,2.94,0.01
314,8952,2,1,2.94,0.0
franchisor‚ê,8952,2,1,2.94,0.0
coca,8952,2,2,2.94,0.01
franchisee‚ê,8952,2,1,2.94,0.0
flexibly,8952,2,2,2.94,0.01
publicized,8952,2,2,2.94,0.01
10845,8952,2,1,2.94,0.0
‚êúpurchases,8952,2,1,2.94,0.0
sphere‚êù,8952,2,1,2.94,0.0
unnoticed,8952,2,2,2.94,0.01
project‚ê,8952,2,2,2.94,0.01
mcclave,8952,2,1,2.94,0.0
atsushi,8952,2,1,2.94,0.0
‚êúcomplaints‚êù,8952,2,1,2.94,0.0
consciously,8952,2,2,2.94,0.01
endeavor,8952,2,2,2.94,0.01
flowing,8952,2,2,2.94,0.01
µæ∫æ,8952,2,2,2.94,0.01
5th,8952,2,1,2.94,0.0
pmbok,8952,2,1,2.94,0.0
presently,8952,2,2,2.94,0.01
associates,8952,2,2,2.94,0.01
rigorously,8952,2,2,2.94,0.01
ice,8952,2,2,2.94,0.01
donor,8952,2,2,2.94,0.01
merchandise,8952,2,2,2.94,0.01
buses,8952,2,2,2.94,0.01
airport,8952,2,2,2.94,0.01
mura,8952,2,2,2.94,0.01
1900s,8952,2,1,2.94,0.0
1911,8952,2,2,2.94,0.01
toyoda,8952,2,1,2.94,0.0
smed,8952,2,2,2.94,0.01
ninth,8952,2,2,2.94,0.01
roos,8952,2,1,2.94,0.0
rajan,8952,2,2,2.94,0.01
suri,8952,2,2,2.94,0.01
eliyahu,8952,2,2,2.94,0.01
dettmer,8952,2,1,2.94,0.0
points‚,8952,2,1,2.94,0.0
cox,8952,2,2,2.94,0.01
lean‚,8952,2,1,2.94,0.0
attestation,8952,2,1,2.94,0.0
wader,8952,2,1,2.94,0.0
management‚ê,8952,2,2,2.94,0.01
65‚ê,8952,2,1,2.94,0.0
bricks,8952,2,1,2.94,0.0
mortar,8952,2,1,2.94,0.0
troublesome,8952,2,1,2.94,0.0
newness,8952,2,2,2.94,0.01
costumer,8952,2,2,2.94,0.01
montoya,8952,2,1,2.94,0.0
balasubramanian,8952,2,1,2.94,0.0
raghunathan,8952,2,1,2.94,0.0
mahajan,8952,2,1,2.94,0.0
dholakia,8952,2,1,2.94,0.0
wiertz,8952,2,1,2.94,0.0
multichannels,8952,2,1,2.94,0.0
baal,8952,2,1,2.94,0.0
dach,8952,2,1,2.94,0.0
tim,8952,2,2,2.94,0.01
silicon,8952,2,2,2.94,0.01
branding‚êù,8952,2,2,2.94,0.01
destinations,8952,2,2,2.94,0.01
elegido,8952,2,1,2.94,0.0
duties‚êù,8952,2,2,2.94,0.01
stevens,8952,2,2,2.94,0.01
engages,8952,2,2,2.94,0.01
roll,8952,2,2,2.94,0.01
prescriptive,8952,2,1,2.94,0.0
liberatore,8952,2,1,2.94,0.0
costing,8952,2,2,2.94,0.01
ahp,8952,2,1,2.94,0.0
‚êúgood‚êù,8952,2,1,2.94,0.0
comparability,8952,2,2,2.94,0.01
‚êúreductor,8952,2,1,2.94,0.0
pm‚êù,8952,2,1,2.94,0.0
restaurateurs,8952,2,1,2.94,0.0
laserson,8952,2,1,2.94,0.0
restaurant‚êù,8952,2,1,2.94,0.0
wherein,8952,2,2,2.94,0.01
177,8952,2,2,2.94,0.01
disconfirming,8952,2,2,2.94,0.01
rationalization,8952,2,2,2.94,0.01
fraught,8952,2,2,2.94,0.01
defective,8952,2,2,2.94,0.01
displacement‚êù,8952,2,1,2.94,0.0
gandolfi,8952,2,1,2.94,0.0
laurence,8952,2,1,2.94,0.0
carrington,8952,2,1,2.94,0.0
deelen,8952,2,1,2.94,0.0
‚êúinterview,8952,2,1,2.94,0.0
stage‚êù,8952,2,1,2.94,0.0
‚êúcontrastive,8952,2,1,2.94,0.0
modeling‚êù,8952,2,1,2.94,0.0
encoded,8952,2,2,2.94,0.01
hrms,8952,2,1,2.94,0.0
pretend,8952,2,2,2.94,0.01
opus,8952,2,2,2.94,0.01
magnum,8952,2,2,2.94,0.01
partnering,8952,2,1,2.94,0.0
‚êúdedmorozim‚êù,8952,2,1,2.94,0.0
‚êúmutually,8952,2,1,2.94,0.0
delivers,8952,2,2,2.94,0.01
needy,8952,2,1,2.94,0.0
kotler‚ê,8952,2,2,2.94,0.01
‚êúmarketing,8952,2,2,2.94,0.01
colleague,8952,2,2,2.94,0.01
stereotyping,8952,2,1,2.94,0.0
1960‚ê,8952,2,2,2.94,0.01
iliyinikh‚ê,8952,2,1,2.94,0.0
stereotype,8952,2,2,2.94,0.01
staff‚ê,8952,2,1,2.94,0.0
managers‚ê,8952,2,2,2.94,0.01
shamim,8952,2,1,2.94,0.0
cynthia,8952,2,1,2.94,0.0
hartman,8952,2,2,2.94,0.01
herbert,8952,2,1,2.94,0.0
shipped,8952,2,2,2.94,0.01
imai,8952,2,1,2.94,0.0
unrealized,8952,2,2,2.94,0.01
kaliym,8952,2,1,2.94,0.0
quantifies,8952,2,2,2.94,0.01
secrets,8952,2,2,2.94,0.01
braathen,8952,2,1,2.94,0.0
collectors,8952,2,1,2.94,0.0
duchamp,8952,2,1,2.94,0.0
stays,8952,2,2,2.94,0.01
branded,8952,2,2,2.94,0.01
nude,8952,2,1,2.94,0.0
1913,8952,2,1,2.94,0.0
baldwin,8952,2,1,2.94,0.0
pascal,8952,2,1,2.94,0.0
ú,8952,2,2,2.94,0.01
readjustment,8952,2,1,2.94,0.0
quantity‚êù,8952,2,1,2.94,0.0
lysons,8952,2,1,2.94,0.0
farrington,8952,2,1,2.94,0.0
sourcing,8952,2,2,2.94,0.01
ashland,8952,2,1,2.94,0.0
reed,8952,2,2,2.94,0.01
dickson‚ê,8952,2,1,2.94,0.0
soukup,8952,2,1,2.94,0.0
foreseeable,8952,2,1,2.94,0.0
routinely,8952,2,1,2.94,0.0
boast,8952,2,2,2.94,0.01
